Time,Latitude,Longitude,AccelX(m/s^2),AccelY(m/s^2),AccelZ(m/s^2),Abs_Altitude(m),mode
2749965,38.2612233,140.8485612,0.15,-0.51,10.03,79.23,0
2750090,38.2612233,140.8485612,0.15,-0.49,10.05,79.65,0
2750229,38.2612233,140.8485612,0.13,-0.49,10.05,79.4,0
2750380,38.2612233,140.8485612,0.15,-0.49,10.07,78.89,0
2750531,38.2612233,140.8485612,0.15,-0.47,10.05,79.31,0
2750716,38.2612233,140.8485612,0.17,-0.49,10.05,79.65,0
2750841,38.2612233,140.8485612,0.15,-0.51,10.09,79.4,0
2750984,38.2612233,140.8485612,0.13,-0.47,10.07,79.23,0
2751111,38.2612233,140.8485612,0.15,-0.47,10.05,79.06,0
2751247,38.2612233,140.8485612,0.15,-0.51,10.09,78.89,0
2751398,38.2612233,140.8485612,0.15,-0.51,10.05,79.14,0
2751549,38.2612233,140.8485612,0.15,-0.49,10.07,78.56,0
2751734,38.2612233,140.8485612,0.13,-0.51,10.05,79.48,0
2751859,38.2612233,140.8485612,0.15,-0.51,10.07,79.48,0
2752002,38.2612233,140.8485612,0.17,-0.49,10.09,79.31,0
2752127,38.2612233,140.8485612,0.11,-0.51,10.07,78.72,0
2752265,38.2612233,140.8485612,0.13,-0.47,10.05,78.81,0
2752416,38.2612233,140.8485612,0.13,-0.51,10.05,79.31,0
2752567,38.2612233,140.8485612,0.15,-0.49,10.07,79.14,0
2752752,38.2612233,140.8485612,0.15,-0.47,10.07,78.72,0
2752877,38.2612233,140.8485612,0.17,-0.49,10.09,79.23,0
2753002,38.2612233,140.8485612,0.13,-0.49,10.05,78.81,0
2753133,38.2612233,140.8485612,0.13,-0.49,10.07,79.65,0
2753284,38.2612233,140.8485612,0.13,-0.49,10.09,79.06,0
2753435,38.2612233,140.8485612,0.15,-0.51,10.07,79.31,0
2753586,38.2612233,140.8485612,0.15,-0.49,10.11,79.31,0
2753773,38.2612233,140.8485612,0.13,-0.51,10.05,79.06,0
2753898,38.2612233,140.8485612,0.13,-0.49,10.07,79.4,0
2754023,38.2612233,140.8485612,0.15,-0.45,10.03,79.4,0
2754152,38.2612233,140.8485612,0.13,-0.49,10.07,79.06,0
2754303,38.2612233,140.8485612,0.13,-0.49,10.07,78.89,0
2754454,38.2612233,140.8485612,0.15,-0.53,10.07,79.14,0
2754605,38.2612233,140.8485612,0.15,-0.51,10.09,79.14,0
2754791,38.2612233,140.8485612,0.11,-0.47,10.07,79.14,0
2754916,38.2612233,140.8485612,0.13,-0.49,10.05,78.98,0
2755043,38.2612233,140.8485612,0.11,-0.51,10.07,79.65,0
2755171,38.2612233,140.8485612,0.13,-0.47,10.07,78.81,0
2755322,38.2612233,140.8485612,0.13,-0.47,10.05,79.23,0
2755473,38.2612233,140.8485612,0.15,-0.51,10.07,78.89,0
2755624,38.2612233,140.8485612,0.15,-0.51,10.07,78.64,0
2755811,38.2612233,140.8485612,0.13,-0.51,10.07,78.81,0
2755936,38.2612233,140.8485612,0.13,-0.49,10.05,79.31,0
2756061,38.2612233,140.8485612,0.13,-0.49,10.05,79.14,0
2756190,38.2612233,140.8485612,0.15,-0.47,10.09,79.06,0
2756341,38.2612233,140.8485612,0.15,-0.49,10.09,79.14,0
2756492,38.2612233,140.8485612,0.13,-0.51,10.05,79.06,0
2756643,38.2612233,140.8485612,0.13,-0.47,10.05,79.06,0
2756829,38.2612233,140.8485612,0.15,-0.51,10.09,79.31,0
2756954,38.2612233,140.8485612,0.15,-0.51,10.07,79.06,0
2757079,38.2612233,140.8485612,0.11,-0.49,10.09,79.48,0
2757209,38.2612233,140.8485612,0.17,-0.51,10.09,78.98,0
2757360,38.2612233,140.8485612,0.13,-0.49,10.05,79.48,0
2757511,38.2612233,140.8485612,0.15,-0.49,10.07,78.98,0
2757662,38.2612233,140.8485612,0.15,-0.53,10.09,79.31,0
2757847,38.2612233,140.8485612,0.15,-0.49,10.07,79.06,0
2757972,38.2612233,140.8485612,0.13,-0.49,10.07,78.47,0
2758097,38.2612233,140.8485612,0.13,-0.47,10.09,78.98,0
2758227,38.2612233,140.8485612,0.15,-0.51,10.09,79.06,0
2758378,38.2612233,140.8485612,0.15,-0.47,10.07,78.56,0
2758529,38.2612233,140.8485612,0.17,-0.49,10.05,79.23,0
2758680,38.2612233,140.8485612,0.15,-0.53,10.07,79.4,0
2758866,38.2612233,140.8485612,0.11,-0.51,10.05,79.06,0
2758993,38.2612233,140.8485612,0.13,-0.53,10.07,79.06,0
2759118,38.2612233,140.8485612,0.13,-0.51,10.05,79.23,0
2759245,38.2612233,140.8485612,0.15,-0.51,10.05,79.65,0
2759396,38.2612233,140.8485612,0.13,-0.51,10.09,78.81,0
2759547,38.2612233,140.8485612,0.13,-0.47,10.05,78.89,0
2759698,38.2612233,140.8485612,0.13,-0.49,10.09,79.06,0
2759883,38.2612233,140.8485612,0.13,-0.49,10.05,79.65,0
2760008,38.2612233,140.8485612,0.11,-0.49,10.05,78.89,0
2760133,38.2612233,140.8485612,0.13,-0.49,10.09,79.06,0
2760263,38.2612233,140.8485612,0.15,-0.49,10.07,79.31,0
2760414,38.2612233,140.8485612,0.11,-0.45,10.05,79.31,0
2760565,38.2612233,140.8485612,0.15,-0.51,10.03,79.73,0
2760716,38.2612233,140.8485612,0.13,-0.49,10.03,79.48,0
2760903,38.2612233,140.8485612,0.15,-0.51,10.07,79.56,0
2761028,38.2612233,140.8485612,0.15,-0.53,10.09,79.31,0
2761153,38.2612233,140.8485612,0.15,-0.47,10.09,79.82,0
2761282,38.2612233,140.8485612,0.11,-0.49,10.07,78.72,0
2761433,38.2612233,140.8485612,0.15,-0.49,10.05,79.06,0
2761584,38.2612233,140.8485612,0.13,-0.49,10.07,79.31,0
2761735,38.2612233,140.8485612,0.15,-0.51,10.11,79.06,0
2761921,38.2612233,140.8485612,0.17,-0.49,10.07,79.65,0
2762046,38.2612233,140.8485612,0.13,-0.51,10.09,79.4,0
2762171,38.2612233,140.8485612,0.17,-0.51,10.07,79.06,0
2762300,38.2612233,140.8485612,0.15,-0.49,10.05,79.73,0
2762451,38.2612233,140.8485612,0.15,-0.47,10.07,79.4,0
2762602,38.2612233,140.8485612,0.13,-0.51,10.05,79.65,0
2762753,38.2612233,140.8485612,0.13,-0.51,10.03,79.56,0
2762940,38.2612233,140.8485612,0.13,-0.49,10.07,79.48,0
2763065,38.2612233,140.8485612,0.13,-0.51,10.07,79.73,0
2763190,38.2612233,140.8485612,0.15,-0.49,10.05,79.48,0
2763318,38.2612233,140.8485612,0.17,-0.47,10.03,79.31,0
2763469,38.2612233,140.8485612,0.13,-0.49,10.07,79.23,0
2763620,38.2612233,140.8485612,0.15,-0.51,10.07,79.65,0
2763771,38.2612233,140.8485612,0.15,-0.49,10.03,79.4,0
2763957,38.2612233,140.8485612,0.15,-0.49,10.07,79.06,0
2764082,38.2612233,140.8485612,0.11,-0.49,10.11,79.06,0
2764210,38.2612233,140.8485612,0.15,-0.51,10.07,79.23,0
2764336,38.2612233,140.8485612,0.15,-0.49,10.05,79.48,0
2764487,38.2612233,140.8485612,0.13,-0.47,10.07,79.48,0
2764638,38.2612233,140.8485612,0.15,-0.49,10.09,79.56,0
2764789,38.2612233,140.8485612,0.15,-0.47,10.07,79.31,0
2764975,38.2612233,140.8485612,0.17,-0.47,10.13,79.14,0
2765100,38.2612233,140.8485612,0.13,-0.49,10.07,79.31,0
2765225,38.2612233,140.8485612,0.17,-0.49,10.09,79.56,0
2765353,38.2612233,140.8485612,0.13,-0.51,10.03,79.06,0
2765504,38.2612233,140.8485612,0.15,-0.53,10.05,79.06,0
2765655,38.2612233,140.8485612,0.15,-0.51,10.07,79.4,0
2765806,38.2612233,140.8485612,0.15,-0.51,10.09,79.14,0
2765991,38.2612233,140.8485612,0.13,-0.49,10.07,79.14,0
2766116,38.2612233,140.8485612,0.15,-0.49,10.07,79.4,0
2766241,38.2612233,140.8485612,0.13,-0.51,10.03,79.06,0
2766370,38.2612233,140.8485612,0.13,-0.49,10.07,79.4,0
2766521,38.2612233,140.8485612,0.11,-0.51,10.03,79.4,0
2766672,38.2612233,140.8485612,0.15,-0.49,10.05,79.23,0
2766823,38.2612233,140.8485612,0.15,-0.51,10.09,79.48,0
2767009,38.2612233,140.8485612,0.13,-0.45,10.05,79.31,0
2767134,38.2612233,140.8485612,0.15,-0.49,10.11,79.48,0
2767259,38.2612233,140.8485612,0.13,-0.51,10.05,79.14,0
2767388,38.2612233,140.8485612,0.15,-0.49,10.09,79.31,0
2767539,38.2612233,140.8485612,0.15,-0.49,10.09,78.98,0
2767690,38.2612233,140.8485612,0.13,-0.47,10.03,79.48,0
2767841,38.2612233,140.8485612,0.13,-0.49,10.07,79.48,0
2768026,38.2612233,140.8485612,0.13,-0.51,10.09,78.98,0
2768153,38.2612233,140.8485612,0.13,-0.47,10.07,79.4,0
2768278,38.2612233,140.8485612,0.13,-0.49,10.09,78.98,0
2768407,38.2612233,140.8485612,0.15,-0.47,10.07,78.98,0
2768558,38.2612233,140.8485612,0.15,-0.51,10.05,79.06,0
2768709,38.2612233,140.8485612,0.15,-0.49,10.07,79.14,0
2768860,38.2612233,140.8485612,0.15,-0.49,10.07,79.06,0
2769045,38.2612233,140.8485612,0.13,-0.47,10.05,79.23,0
2769171,38.2612233,140.8485612,0.15,-0.49,10.07,79.4,0
2769296,38.2612233,140.8485612,0.15,-0.49,10.07,79.82,0
2769424,38.2612233,140.8485612,0.11,-0.49,10.05,79.23,0
2769575,38.2612233,140.8485612,0.15,-0.47,10.05,79.31,0
2769726,38.2612233,140.8485612,0.13,-0.53,10.11,78.81,0
2769877,38.2612233,140.8485612,0.13,-0.51,10.07,79.14,0
2770069,38.2612233,140.8485612,0.13,-0.51,10.09,79.4,0
2770194,38.2612233,140.8485612,0.15,-0.49,10.05,79.31,0
2770319,38.2612233,140.8485612,0.15,-0.47,10.11,79.31,0
2770444,38.2612233,140.8485612,0.15,-0.47,10.09,79.4,0
2770593,38.2612233,140.8485612,0.13,-0.49,10.05,79.48,0
2770744,38.2612233,140.8485612,0.11,-0.47,10.05,79.4,0
2770895,38.2612233,140.8485612,0.15,-0.49,10.09,79.56,0
2771081,38.2612233,140.8485612,0.15,-0.49,10.07,79.31,0
2771206,38.2612233,140.8485612,0.13,-0.49,10.05,79.23,0
2771331,38.2612233,140.8485612,0.15,-0.51,10.07,79.23,0
2771460,38.2612233,140.8485612,0.13,-0.49,10.05,79.56,0
2771611,38.2612233,140.8485612,0.11,-0.51,10.02,78.98,0
2771762,38.2612233,140.8485612,0.13,-0.51,10.05,79.82,0
2771913,38.2612233,140.8485612,0.15,-0.47,10.05,79.4,0
2772100,38.2612233,140.8485612,0.13,-0.49,10.09,79.48,0
2772225,38.2612233,140.8485612,0.13,-0.49,10.11,79.48,0
2772350,38.2612233,140.8485612,0.13,-0.47,10.07,79.06,0
2772478,38.2612233,140.8485612,0.15,-0.47,10.07,79.4,0
2772629,38.2612233,140.8485612,0.15,-0.47,10.05,79.73,0
2772780,38.2612233,140.8485612,0.15,-0.49,10.07,79.73,0
2772931,38.2612233,140.8485612,0.13,-0.49,10.07,79.65,0
2773116,38.2612233,140.8485612,0.15,-0.49,10.07,79.48,0
2773241,38.2612233,140.8485612,0.15,-0.49,10.11,79.56,0
2773368,38.2612233,140.8485612,0.13,-0.51,10.05,79.65,0
2773497,38.2612233,140.8485612,0.13,-0.47,10.09,79.65,0
2773648,38.2612233,140.8485612,0.15,-0.51,10.05,79.4,0
2773799,38.2612233,140.8485612,0.15,-0.47,10.05,79.31,0
2773950,38.2612233,140.8485612,0.11,-0.51,10.07,79.48,0
2774136,38.2612233,140.8485612,0.13,-0.49,10.05,79.82,0
2774261,38.2612233,140.8485612,0.13,-0.47,10.07,79.23,0
2774386,38.2612233,140.8485612,0.13,-0.51,10.07,79.23,0
2774516,38.2612233,140.8485612,0.15,-0.49,10.07,79.31,0
2774667,38.2612233,140.8485612,0.15,-0.47,10.07,79.9,0
2774818,38.2612233,140.8485612,0.11,-0.49,10.09,79.98,0
2774969,38.2612233,140.8485612,0.15,-0.47,10.07,79.56,0
2775154,38.2612233,140.8485612,0.09,-0.49,10.07,79.48,0
2775279,38.2612233,140.8485612,0.11,-0.47,10.09,79.82,0
2775404,38.2612233,140.8485612,0.15,-0.47,10.07,79.73,0
2775535,38.2612233,140.8485612,0.17,-0.49,10.07,79.65,0
2775686,38.2612233,140.8485612,0.13,-0.51,10.07,79.4,0
2775837,38.2612233,140.8485612,0.15,-0.51,10.07,79.48,0
2775988,38.2612233,140.8485612,0.15,-0.51,10.11,79.9,0
2776173,38.2612233,140.8485612,0.13,-0.51,10.05,79.31,0
2776298,38.2612233,140.8485612,0.15,-0.51,10.03,79.56,0
2776423,38.2612233,140.8485612,0.11,-0.49,10.07,80.23,0
2776554,38.2612233,140.8485612,0.15,-0.51,10.07,79.73,0
2776705,38.2612233,140.8485612,0.17,-0.53,10.07,79.56,0
2776856,38.2612233,140.8485612,0.13,-0.49,10.05,79.56,0
2776981,38.2612233,140.8485612,0.13,-0.51,10.05,80.15,0
2777119,38.2612233,140.8485612,0.15,-0.47,10.07,79.73,0
2777306,38.2612233,140.8485612,0.11,-0.49,10.07,79.56,0
2777432,38.2612233,140.8485612,0.15,-0.51,10.09,79.48,0
2777572,38.2612233,140.8485612,0.17,-0.51,10.07,79.31,0
2777723,38.2612233,140.8485612,0.13,-0.51,10.09,79.14,0
2777874,38.2612233,140.8485612,0.13,-0.49,10.09,79.98,0
2777999,38.2612233,140.8485612,0.11,-0.47,10.07,79.82,0
2778136,38.2612233,140.8485612,0.15,-0.51,10.05,79.82,0
2778321,38.2612233,140.8485612,0.13,-0.51,10.07,79.98,0
2778446,38.2612233,140.8485612,0.17,-0.49,10.05,79.98,0
2778589,38.2612233,140.8485612,0.15,-0.49,10.05,80.07,0
2778740,38.2612233,140.8485612,0.13,-0.47,10.05,79.48,0
2778891,38.2612233,140.8485612,0.15,-0.49,10.03,79.9,0
2779016,38.2612233,140.8485612,0.13,-0.51,10.07,79.48,0
2779155,38.2612233,140.8485612,0.13,-0.49,10.07,79.31,0
2779341,38.2612233,140.8485612,0.11,-0.49,10.05,79.31,0
2779466,38.2612233,140.8485612,0.11,-0.51,10.07,79.31,0
2779608,38.2612233,140.8485612,0.15,-0.49,10.05,79.4,0
2779759,38.2612233,140.8485612,0.13,-0.49,10.05,79.65,0
2779910,38.2612233,140.8485612,0.13,-0.47,10.07,79.73,0
2780035,38.2612233,140.8485612,0.15,-0.49,10.03,79.65,0
2780174,38.2612233,140.8485612,0.13,-0.47,10.09,79.31,0
2780359,38.2612233,140.8485612,0.13,-0.49,10.07,79.56,0
2780484,38.2612233,140.8485612,0.15,-0.49,10.07,79.48,0
2780627,38.2612233,140.8485612,0.13,-0.49,10.09,79.14,0
2780778,38.2612233,140.8485612,0.15,-0.49,10.09,78.89,0
2780929,38.2612233,140.8485612,0.13,-0.51,10.11,79.65,0
2781055,38.2612233,140.8485612,0.15,-0.49,10.09,79.48,0
2781193,38.2612233,140.8485612,0.13,-0.49,10.07,79.31,0
2781378,38.2612233,140.8485612,0.15,-0.51,10.07,79.06,0
2781503,38.2612233,140.8485612,0.15,-0.49,10.07,79.65,0
2781646,38.2612233,140.8485612,0.13,-0.49,10.03,79.48,0
2781797,38.2612233,140.8485612,0.15,-0.49,10.05,78.89,0
2781948,38.2612233,140.8485612,0.13,-0.49,10.07,79.48,0
2782073,38.2612233,140.8485612,0.15,-0.51,10.09,79.06,0
2782212,38.2612233,140.8485612,0.17,-0.51,10.05,79.31,0
2782408,38.2612233,140.8485612,0.15,-0.49,10.05,79.73,0
2782533,38.2612233,140.8485612,0.13,-0.49,10.07,79.65,0
2782665,38.2612233,140.8485612,0.11,-0.51,10.09,79.23,0
2782816,38.2612233,140.8485612,0.13,-0.51,10.07,79.82,0
2782967,38.2612233,140.8485612,0.15,-0.49,10.07,79.82,0
2783092,38.2612233,140.8485612,0.15,-0.47,10.09,79.48,0
2783231,38.2612233,140.8485612,0.11,-0.49,10.05,79.31,0
2783416,38.2612233,140.8485612,0.11,-0.53,10.09,79.65,0
2783541,38.2612233,140.8485612,0.13,-0.49,10.05,79.82,0
2783684,38.2612233,140.8485612,0.13,-0.49,10.09,80.15,0
2783835,38.2612233,140.8485612,0.17,-0.51,10.05,79.65,0
2783986,38.2612233,140.8485612,0.13,-0.53,10.09,79.31,0
2784111,38.2612233,140.8485612,0.15,-0.51,10.07,79.56,0
2784250,38.2612233,140.8485612,0.13,-0.49,10.07,79.31,0
2784435,38.2612233,140.8485612,0.15,-0.47,10.05,79.23,0
2784560,38.2612233,140.8485612,0.13,-0.51,10.09,79.31,0
2784703,38.2612233,140.8485612,0.13,-0.47,10.07,79.31,0
2784854,38.2612233,140.8485612,0.15,-0.45,10.05,78.98,0
2784981,38.2612233,140.8485612,0.13,-0.53,10.09,79.4,0
2785117,38.2612233,140.8485612,0.15,-0.51,10.07,79.31,0
2785268,38.2612233,140.8485612,0.13,-0.47,10.09,79.23,0
2785455,38.2612233,140.8485612,0.17,-0.49,10.07,79.56,0
2785580,38.2612233,140.8485612,0.15,-0.49,10.05,79.31,0
2785721,38.2612233,140.8485612,0.15,-0.53,10.07,79.56,0
2785872,38.2612233,140.8485612,0.13,-0.49,10.07,79.31,0
2785997,38.2612233,140.8485612,0.15,-0.47,10.05,79.14,0
2786135,38.2612233,140.8485612,0.15,-0.45,10.05,79.56,0
2786286,38.2612233,140.8485612,0.11,-0.49,10.05,79.73,0
2786472,38.2612233,140.8485612,0.11,-0.49,10.09,78.89,0
2786597,38.2612233,140.8485612,0.11,-0.51,10.05,79.48,0
2786739,38.2612233,140.8485612,0.13,-0.49,10.11,79.56,0
2786890,38.2612233,140.8485612,0.15,-0.47,10.03,79.48,0
2787015,38.2612233,140.8485612,0.15,-0.47,10.07,79.23,0
2787153,38.2612233,140.8485612,0.13,-0.49,10.09,79.31,0
2787304,38.2612233,140.8485612,0.15,-0.47,10.11,79.14,0
2787491,38.2612233,140.8485612,0.13,-0.47,10.07,79.56,0
2787618,38.2612233,140.8485612,0.13,-0.51,10.11,79.65,0
2787757,38.2612233,140.8485612,0.15,-0.53,10.05,79.56,0
2787908,38.2612233,140.8485612,0.15,-0.51,10.07,79.23,0
2788033,38.2612233,140.8485612,0.11,-0.47,10.05,79.23,0
2788171,38.2612233,140.8485612,0.15,-0.51,10.05,79.31,0
2788322,38.2612233,140.8485612,0.13,-0.53,10.07,79.14,0
2788508,38.2612233,140.8485612,0.11,-0.49,10.09,79.31,0
2788633,38.2612233,140.8485612,0.13,-0.51,10.05,79.4,0
2788775,38.2612233,140.8485612,0.13,-0.49,10.05,79.06,0
2788926,38.2612233,140.8485612,0.13,-0.47,10.03,79.23,0
2789051,38.2612233,140.8485612,0.13,-0.51,10.07,79.56,0
2789189,38.2612233,140.8485612,0.17,-0.49,10.05,79.73,0
2789340,38.2612233,140.8485612,0.11,-0.47,10.03,78.98,0
2789526,38.2612233,140.8485612,0.13,-0.49,10.07,79.23,0
2789651,38.2612233,140.8485612,0.15,-0.47,10.05,79.73,0
2789793,38.2612233,140.8485612,0.13,-0.53,10.03,78.89,0
2789944,38.2612233,140.8485612,0.15,-0.51,10.03,79.23,0
2790069,38.2612233,140.8485612,0.13,-0.51,10.07,79.56,0
2790207,38.2612233,140.8485612,0.13,-0.47,10.09,79.73,0
2790358,38.2612233,140.8485612,0.15,-0.47,10.09,79.73,0
2790544,38.2612233,140.8485612,0.11,-0.53,10.09,79.98,0
2790669,38.2612233,140.8485612,0.13,-0.47,10.07,79.48,0
2790811,38.2612233,140.8485612,0.15,-0.53,10.05,79.31,0
2790962,38.2612233,140.8485612,0.17,-0.51,10.09,79.23,0
2791087,38.2612233,140.8485612,0.13,-0.49,10.09,79.14,0
2791225,38.2612233,140.8485612,0.15,-0.51,10.07,79.4,0
2791376,38.2612233,140.8485612,0.17,-0.49,10.09,79.23,0
2791564,38.2612233,140.8485612,0.15,-0.49,10.09,79.23,0
2791689,38.2612233,140.8485612,0.11,-0.49,10.07,78.81,0
2791829,38.2612233,140.8485612,0.15,-0.47,10.09,78.81,0
2791980,38.2612233,140.8485612,0.15,-0.49,10.11,79.23,0
2792105,38.2612233,140.8485612,0.15,-0.51,10.07,79.4,0
2792243,38.2612233,140.8485612,0.15,-0.47,10.07,79.06,0
2792394,38.2612233,140.8485612,0.15,-0.51,10.07,79.06,0
2792579,38.2612233,140.8485612,0.15,-0.49,10.07,79.14,0
2792704,38.2612233,140.8485612,0.13,-0.51,10.09,79.31,0
2792847,38.2612233,140.8485612,0.11,-0.49,10.05,79.48,0
2792998,38.2612233,140.8485612,0.13,-0.51,10.09,78.81,0
2793123,38.2612233,140.8485612,0.15,-0.47,10.07,78.98,0
2793261,38.2612233,140.8485612,0.15,-0.49,10.05,79.31,0
2793412,38.2612233,140.8485612,0.15,-0.47,10.07,79.06,0
2793598,38.2612233,140.8485612,0.15,-0.49,10.07,79.48,0
2793723,38.2612233,140.8485612,0.15,-0.51,10.09,79.4,0
2793865,38.2612233,140.8485612,0.15,-0.49,10.07,79.06,0
2793990,38.2612233,140.8485612,0.15,-0.47,10.09,79.06,0
2794128,38.2612233,140.8485612,0.13,-0.49,10.05,79.06,0
2794279,38.2612233,140.8485612,0.15,-0.49,10.05,79.06,0
2794430,38.2612233,140.8485612,0.15,-0.51,10.07,78.98,0
2794616,38.2612233,140.8485612,0.13,-0.49,10.07,79.56,0
2794741,38.2612233,140.8485612,0.15,-0.49,10.09,79.56,0
2794883,38.2612233,140.8485612,0.13,-0.51,10.07,79.14,0
2795008,38.2612233,140.8485612,0.15,-0.49,10.07,79.73,0
2795146,38.2612233,140.8485612,0.15,-0.51,10.07,79.56,0
2795297,38.2612233,140.8485612,0.11,-0.49,10.03,79.31,0
2795448,38.2612233,140.8485612,0.13,-0.49,10.05,79.9,0
2795633,38.2612233,140.8485612,0.13,-0.49,10.07,79.9,0
2795759,38.2612233,140.8485612,0.17,-0.49,10.07,79.48,0
2795901,38.2612233,140.8485612,0.15,-0.51,10.09,79.56,0
2796026,38.2612233,140.8485612,0.13,-0.49,10.11,79.82,0
2796164,38.2612233,140.8485612,0.13,-0.49,10.07,79.23,0
2796315,38.2612233,140.8485612,0.11,-0.49,10.05,79.4,0
2796466,38.2612233,140.8485612,0.13,-0.51,10.09,79.23,0
2796652,38.2612233,140.8485612,0.15,-0.49,10.07,79.14,0
2796779,38.2612233,140.8485612,0.15,-0.49,10.05,79.56,0
2796919,38.2612233,140.8485612,0.15,-0.49,10.07,79.31,0
2797044,38.2612233,140.8485612,0.13,-0.49,10.03,79.31,0
2797182,38.2612233,140.8485612,0.13,-0.49,10.07,79.65,0
2797333,38.2612233,140.8485612,0.11,-0.51,10.07,79.4,0
2797484,38.2612233,140.8485612,0.15,-0.49,10.05,79.48,0
2797670,38.2612233,140.8485612,0.15,-0.49,10.07,79.65,0
2797795,38.2612233,140.8485612,0.13,-0.49,10.05,79.65,0
2797937,38.2612233,140.8485612,0.15,-0.49,10.07,79.56,0
2798064,38.2612233,140.8485612,0.17,-0.51,10.05,79.4,0
2798200,38.2612233,140.8485612,0.15,-0.45,10.07,79.06,0
2798351,38.2612233,140.8485612,0.13,-0.49,10.09,79.06,0
2798502,38.2612233,140.8485612,0.11,-0.49,10.07,79.23,0
2798687,38.2612233,140.8485612,0.15,-0.47,10.07,79.31,0
2798812,38.2612233,140.8485612,0.15,-0.51,10.07,79.14,0
2798955,38.2612233,140.8485612,0.17,-0.51,10.03,79.14,0
2799080,38.2612233,140.8485612,0.13,-0.49,10.05,79.48,0
2799218,38.2612233,140.8485612,0.13,-0.53,10.07,79.23,0
2799369,38.2612233,140.8485612,0.15,-0.47,10.05,79.48,0
2799520,38.2612233,140.8485612,0.15,-0.47,10.09,79.56,0
2799706,38.2612233,140.8485612,0.13,-0.49,10.07,79.56,0
2799831,38.2612233,140.8485612,0.13,-0.51,10.05,79.06,0
2799973,38.2612233,140.8485612,0.13,-0.55,10.05,79.06,0
2800098,38.2612233,140.8485612,0.17,-0.51,10.05,79.48,0
2800235,38.2612233,140.8485612,0.13,-0.49,10.07,79.14,0
2800386,38.2612233,140.8485612,0.15,-0.49,10.09,79.14,0
2800537,38.2612233,140.8485612,0.15,-0.51,10.03,79.48,0
2800725,38.2612233,140.8485612,0.15,-0.47,10.07,78.89,0
2800850,38.2612233,140.8485612,0.13,-0.49,10.05,79.14,0
2800990,38.2612233,140.8485612,0.11,-0.51,10.07,79.06,0
2801115,38.2612233,140.8485612,0.13,-0.47,10.09,79.56,0
2801254,38.2612233,140.8485612,0.15,-0.49,10.07,79.56,0
2801405,38.2612233,140.8485612,0.13,-0.45,10.07,79.31,0
2801556,38.2612233,140.8485612,0.13,-0.47,10.05,79.4,0
2801741,38.2612233,140.8485612,0.15,-0.49,10.09,79.31,0
2801866,38.2612233,140.8485612,0.15,-0.49,10.07,79.48,0
2801993,38.2612233,140.8485612,0.15,-0.45,10.07,79.98,0
2802120,38.2612233,140.8485612,0.13,-0.49,10.03,79.73,0
2802271,38.2612233,140.8485612,0.13,-0.51,10.05,79.48,0
2802422,38.2612233,140.8485612,0.13,-0.45,10.07,79.4,0
2802573,38.2612233,140.8485612,0.17,-0.51,10.09,79.56,0
2802759,38.2612233,140.8485612,0.15,-0.49,10.05,79.31,0
2802884,38.2612233,140.8485612,0.13,-0.49,10.07,79.31,0
2803010,38.2612233,140.8485612,0.13,-0.49,10.05,79.56,0
2803138,38.2612233,140.8485612,0.17,-0.49,10.07,79.48,0
2803289,38.2612233,140.8485612,0.15,-0.49,10.07,79.48,0
2803440,38.2612233,140.8485612,0.13,-0.49,10.11,79.31,0
2803591,38.2612233,140.8485612,0.15,-0.51,10.07,79.73,0
2803776,38.2612233,140.8485612,0.15,-0.51,10.05,79.73,0
2803901,38.2612233,140.8485612,0.15,-0.49,10.07,79.82,0
2804027,38.2612233,140.8485612,0.15,-0.49,10.05,79.14,0
2804155,38.2612233,140.8485612,0.13,-0.47,10.07,79.48,0
2804306,38.2612233,140.8485612,0.15,-0.49,10.07,79.06,0
2804457,38.2612233,140.8485612,0.13,-0.49,10.07,79.31,0
2804608,38.2612233,140.8485612,0.13,-0.47,10.07,79.48,0
2804793,38.2612233,140.8485612,0.15,-0.51,10.09,79.56,0
2804918,38.2612233,140.8485612,0.17,-0.51,10.05,79.4,0
2805043,38.2612233,140.8485612,0.13,-0.51,10.09,79.56,0
2805174,38.2612233,140.8485612,0.13,-0.49,10.07,79.14,0
2805325,38.2612233,140.8485612,0.13,-0.49,10.07,79.23,0
2805476,38.2612233,140.8485612,0.15,-0.49,10.09,79.65,0
2805627,38.2612233,140.8485612,0.13,-0.51,10.05,79.48,0
2805814,38.2612233,140.8485612,0.13,-0.49,10.09,79.48,0
2805941,38.2612233,140.8485612,0.11,-0.49,10.05,79.14,0
2806066,38.2612233,140.8485612,0.17,-0.47,10.05,79.31,0
2806192,38.2612233,140.8485612,0.17,-0.53,10.05,79.31,0
2806343,38.2612233,140.8485612,0.15,-0.47,10.05,79.82,0
2806494,38.2612233,140.8485612,0.11,-0.47,10.07,79.48,0
2806645,38.2612233,140.8485612,0.11,-0.53,10.07,79.14,0
2806830,38.2612233,140.8485612,0.15,-0.49,10.03,79.48,0
2806955,38.2612233,140.8485612,0.15,-0.51,10.09,79.56,0
2807080,38.2612233,140.8485612,0.11,-0.53,10.05,79.14,0
2807210,38.2612233,140.8485612,0.15,-0.47,10.07,79.31,0
2807361,38.2612233,140.8485612,0.15,-0.47,10.05,79.31,0
2807512,38.2612233,140.8485612,0.11,-0.49,10.11,79.31,0
2807663,38.2612233,140.8485612,0.13,-0.51,10.05,79.06,0
